Brand,Engine_Displacement,Fuel_Type,Insurance,Kms_Driven,Location,Model,Ownership,Price,Registration_Year,Seats,Transmission
9,1198 cc,4,0,66295,2,280,1,415000.00000000006,2017,5,1
29,2393 cc,1,0,59000,2,968,1,2250000.0,2020,8,1
19,1197 cc,4,0,47007,2,1889,3,500000.0,2019,5,1
19,1248 cc,1,1,125000,2,247,1,615000.0,2018,5,1
10,1197 cc,4,1,80000,2,829,1,600000.0,2019,5,0
28,1199 cc,4,1,50000,2,1166,3,775000.0,2020,5,1
12,1999 cc,1,0,32000,2,1948,1,3500000.0,2018,5,0
19,1248 cc,1,1,80000,2,1849,2,720000.0,2019,5,0
19,1462 cc,4,1,20000,2,705,1,900000.0,2019,7,1
30,1199 cc,4,1,80000,2,1204,3,450000.0,2016,5,1
19,1197 cc,4,1,40000,2,1597,1,740000.0,2022,5,0
19,998 cc,4,0,58000,2,351,1,429000.0,2019,5,1
28,1497 cc,1,1,50000,2,165,1,650000.0,2021,5,1
10,1497 cc,4,1,30000,2,1819,1,1225000.0,2022,5,1
1,1995 cc,1,0,59000,2,56,1,4500000.0,2020,5,0
19,796 cc,4,1,40000,2,142,1,260000.0,2014,5,1
10,1582 cc,1,1,70000,2,514,1,1050000.0,2019,5,1
10,1197 cc,4,1,45056,2,840,3,372000.0,2016,5,1
19,1373 cc,4,1,95000,2,697,1,695000.0,2016,7,1
26,999 cc,4,2,47356,2,1711,1,644000.0,2022,7,1
10,1591 cc,4,0,42000,2,523,1,869999.9999999999,2016,5,0
10,1493 cc,1,0,70000,2,542,1,1550000.0,2021,5,0
10,1086 cc,4,1,40000,2,1435,3,525000.0,2018,5,0
19,998 cc,4,1,74346,2,1879,1,310000.0,2012,5,1
18,2179 cc,1,0,125000,2,1989,3,1150000.0,2016,7,1
27,1968 cc,1,1,30000,2,1054,1,3390000.0,2019,7,0
9,1497 cc,4,2,97789,2,434,3,585000.0,2017,5,1
18,1997 cc,4,0,5000,2,1651,1,1575000.0,2023,4,0
10,1591 cc,4,0,22000,2,1826,1,975000.0,2019,5,0
26,999 cc,4,2,32644,2,1030,1,507000.0,2022,5,1
19,1197 cc,4,0,35256,2,1590,1,545000.0,2017,5,1
19,998 cc,4,0,77433,2,1883,1,352000.0,2015,5,1
14,1493 cc,1,1,60000,2,1467,1,1700000.0,2022,5,0
19,1462 cc,4,1,30000,2,697,3,900000.0,2021,7,1
19,998 cc,4,1,37400,2,347,1,375000.0,2015,5,1
9,1199 cc,4,0,96616,2,189,1,410000.0,2016,5,1
19,1197 cc,4,0,90908,2,1890,1,488000.0,2020,5,0
18,2179 cc,1,0,125000,2,1993,3,1250000.0,2018,7,1
19,1462 cc,4,0,40000,2,376,1,840000.0,2020,5,0
5,799 cc,4,0,41259,2,1345,1,295000.0,2019,5,1
19,796 cc,4,1,120000,2,147,2,295000.0,2006,5,1
26,1461 cc,1,1,50000,2,594,1,650000.0,2016,5,1
10,1497 cc,4,3,82990,2,541,3,1060000.0,2021,5,1
8,1196 cc,4,0,88698,2,757,1,410000.0,2016,5,1
21,1991 cc,4,0,33000,2,508,1,6100000.0,2021,5,0
19,1197 cc,4,1,99951,2,1576,1,455000.0,2016,5,1
10,998 cc,4,1,8998,2,1776,3,822000.0000000001,2021,5,1
21,2987 cc,1,0,85000,2,50,1,6600000.0,2019,7,0
21,2143 cc,1,0,54000,2,302,1,2975000.0,2017,5,0
21,1950 cc,1,0,10000,2,1227,1,3700000.0,2019,5,0
9,1199 cc,4,0,71634,2,989,3,486000.00000000006,2017,5,1
19,1197 cc,4,0,45000,2,1576,1,649000.0,2022,5,1
29,1987 cc,4,0,10000,2,980,1,3750000.0,2024,7,0
10,1197 cc,4,3,88764,2,828,3,389000.0,2018,5,1
8,1196 cc,4,1,30000,2,757,1,400000.0,2017,5,1
10,1591 cc,4,0,55969,2,529,3,730000.0,2018,5,1
10,998 cc,4,0,37714,2,1777,1,835000.0,2019,5,0
21,1991 cc,4,0,9000,2,121,1,5000000.0,2022,5,0
12,2993 cc,1,1,60000,2,734,1,3000000.0,2016,5,0
1,1995 cc,1,0,63000,2,31,1,2350000.0,2017,5,0
9,1199 cc,4,0,47646,2,1861,1,545000.0,2017,5,1
1,1995 cc,1,0,90000,2,1895,4,750000.0,2014,5,0
9,1198 cc,4,0,68000,2,287,1,325000.0,2012,5,1
9,1498 cc,4,2,37000,2,411,3,725000.0,2020,5,1
19,1462 cc,4,0,32000,2,1960,1,1375000.0,2023,6,0
10,1497 cc,4,0,27000,2,541,1,1395000.0,2022,5,1
17,1996 cc,1,0,4000,2,808,1,3875000.0,2022,6,0
9,1497 cc,4,0,132627,2,434,3,475000.0,2014,5,1
10,998 cc,4,1,73113,2,1777,1,781000.0,2020,5,0
14,1493 cc,1,0,25000,2,1467,1,1530000.0,2020,5,0
13,1956 cc,1,1,40000,2,486,1,1325000.0,2021,5,1
21,1991 cc,4,0,85000,2,50,3,2150000.0,2017,5,0
30,1498 cc,1,0,63162,2,215,1,605000.0,2016,5,1
28,1198 cc,4,3,89876,2,1147,1,651000.0,2019,5,0
21,1993 cc,1,0,2500,2,290,1,5250000.0,2022,5,0
18,1197 cc,4,3,32969,2,1970,1,867000.0,2023,5,1
29,1462 cc,4,0,49944,2,1729,1,783000.0,2022,5,0
24,1198 cc,4,1,90000,2,1124,1,269000.0,2013,5,0
30,1598 cc,4,1,30000,2,1740,1,950000.0,2019,5,1
8,1499 cc,4,0,73282,2,652,3,466000.0,2015,5,0
0,1968 cc,1,0,95000,2,1248,3,1500000.0,2015,5,0
17,1498 cc,4,1,20000,2,225,1,1626000.0000000002,2023,5,0
27,999 cc,4,0,29210,2,1063,1,998000.0,2023,5,1
19,1197 cc,4,1,50000,2,256,1,650000.0,2020,5,1
10,998 cc,4,0,69000,2,1777,1,850000.0,2019,5,0
18,1999 cc,4,1,60000,2,2008,3,1600000.0,2021,7,1
19,1197 cc,4,0,45797,2,1554,3,493000.0,2017,5,0
10,1197 cc,4,0,38878,2,829,1,500000.0,2018,5,0
30,1199 cc,4,1,40000,2,1205,3,460000.0,2016,5,1
10,1591 cc,4,1,51000,2,1794,4,450000.0,2014,5,1
10,1197 cc,4,0,18000,2,829,1,540000.0,2017,5,0
28,1198 cc,4,0,43000,2,1145,1,685000.0,2019,5,1
28,1199 cc,4,1,40000,2,1233,1,700000.0,2022,5,1
14,1497 cc,4,0,35000,2,1476,1,1525000.0,2022,5,1
19,1197 cc,4,0,82628,2,248,1,558000.0,2018,5,0
30,1498 cc,4,0,9000,2,1833,1,1689999.9999999998,2023,5,1
29,2494 cc,1,0,120000,2,954,3,1375000.0,2015,7,1
9,1498 cc,4,3,69280,2,418,1,963000.0,2021,5,1
10,1086 cc,4,1,60239,2,2056,3,295000.0,2014,5,1
10,1197 cc,4,1,50000,2,853,1,390000.0,2016,5,1
19,1197 cc,4,1,30000,2,249,1,640000.0,2018,5,0
1,1995 cc,1,0,130000,2,15,3,1350000.0,2016,5,0
0,2967 cc,1,1,50000,2,118,1,2500000.0,2015,4,0
10,814 cc,4,0,28000,2,629,1,290000.0,2015,5,1
10,1197 cc,4,0,30000,2,2066,1,645000.0,2017,5,1
19,796 cc,4,1,57173,2,150,1,285000.0,2018,5,1
8,1498 cc,1,1,25000,2,638,1,850000.0,2019,5,1
19,1248 cc,1,1,101000,2,1376,1,745000.0,2018,5,1
10,1396 cc,1,1,50000,2,2117,1,750000.0,2019,5,1
10,1197 cc,4,1,90000,2,840,3,375000.0,2014,5,1
10,1582 cc,1,1,80000,2,1793,3,425000.0,2012,5,1
18,2489 cc,1,1,90000,2,2028,3,450000.0,2014,7,1
26,999 cc,4,0,33773,2,1713,1,618000.0,2021,7,1
5,799 cc,4,0,40490,2,1345,1,246000.0,2017,5,1
18,2696 cc,1,0,130000,2,1518,3,500000.0,2013,7,0
19,1197 cc,4,0,20000,2,1589,1,550000.0,2018,5,1
10,998 cc,4,0,54863,2,1778,3,722000.0,2020,5,1
10,1197 cc,4,1,90919,2,830,3,383000.0,2015,5,0
29,2393 cc,1,0,34000,2,963,1,2250000.0,2021,8,0
19,1197 cc,4,0,34039,2,911,1,455000.0,2018,5,1
29,2755 cc,1,1,30000,2,771,1,3500000.0,2021,7,0
10,1086 cc,4,1,70000,2,1441,3,3500000.0,2003,5,1
18,2489 cc,1,1,102030,2,2028,3,450000.0,2014,7,1
28,1248 cc,1,1,80000,2,2050,1,270000.0,2015,5,1
10,1197 cc,4,1,90000,2,2080,3,450000.0,2015,5,1
14,1493 cc,1,0,20000,2,1467,1,1725000.0,2022,5,0
21,2987 cc,1,0,70000,2,1088,1,3000000.0,2015,5,0
17,1956 cc,1,0,18000,2,885,1,1650000.0,2022,5,1
9,1198 cc,4,0,77060,2,199,1,450000.0,2015,5,1
21,1991 cc,4,0,53000,2,125,1,2300000.0,2017,5,0
18,1497 cc,1,0,50000,2,1970,1,960000.0,2019,5,1
10,1086 cc,4,2,78513,2,1428,3,351000.0,2019,5,1
10,1197 cc,4,1,40000,2,2068,4,580000.0,2018,5,1
18,1197 cc,4,1,50000,2,1970,1,670000.0,2019,5,1
31,1984 cc,1,1,70000,2,1732,1,1250000.0,2014,5,0
0,2698 cc,1,1,90000,2,107,3,990000.0,2009,5,0
10,1086 cc,4,1,108537,2,2055,3,240000.0,2011,5,1
19,1462 cc,4,0,24353,2,393,1,831000.0,2021,5,1
9,1497 cc,4,0,60134,2,417,1,890000.0,2017,5,0
10,1497 cc,4,1,40000,2,1817,1,1150000.0,2022,5,0
28,2179 cc,1,1,160000,2,1406,4,280000.0,2007,7,1
19,1197 cc,4,1,37477,2,917,1,547000.0,2022,5,1
26,999 cc,4,0,51427,2,1033,1,429000.0,2021,5,0
10,1497 cc,4,0,14000,2,549,1,1425000.0,2020,5,0
19,993 cc,4,1,100000,2,2045,4,130000.0,2002,5,1
19,1197 cc,4,0,61142,2,247,1,540000.0,2016,5,1
10,1591 cc,4,0,19000,2,524,3,960000.0,2019,5,1
29,2755 cc,1,0,15000,2,771,1,4600000.0,2023,7,0
30,1197 cc,4,0,43955,2,1755,3,810000.0,2019,5,0
27,1598 cc,4,1,73890,2,1314,1,695000.0,2019,5,1
19,998 cc,4,2,99015,2,359,1,320000.0,2015,5,0
31,2400 cc,1,0,95000,2,1933,1,1650000.0,2014,7,0
30,1198 cc,4,0,89000,2,1222,2,590000.0,2013,5,1
30,1198 cc,4,0,71000,2,1202,1,360000.0,2012,5,1
3,1998 cc,1,1,120000,2,556,1,750000.0,2017,5,1
5,999 cc,4,1,15910,2,1342,3,279000.0,2018,5,0
10,1197 cc,4,2,15368,2,834,1,487000.0,2017,5,0
29,1197 cc,4,0,57848,2,720,1,375000.0,2016,5,1
19,998 cc,4,0,39521,2,348,1,459000.0,2018,5,0
19,1248 cc,1,0,88000,2,1849,1,800000.0,2019,5,0
10,1497 cc,4,1,20000,2,541,1,1425000.0,2022,5,1
19,998 cc,4,2,16578,2,163,1,471000.0,2023,5,1
30,1197 cc,4,0,10000,2,1221,1,1000000.0,2019,5,0
10,1086 cc,4,0,33155,2,1432,1,435000.0,2018,5,0
19,796 cc,4,1,40000,2,142,1,250000.0,2014,5,1
9,1497 cc,4,1,150000,14,445,3,650000.0,2018,5,1
19,998 cc,4,1,10000,14,348,1,650000.0,2024,5,0
18,1497 cc,1,0,122321,14,1106,1,800000.0,2019,7,1
9,1498 cc,1,0,136162,14,189,3,425000.0,2014,5,1
19,998 cc,4,1,78562,14,347,1,299000.0,2015,5,1
28,1968 cc,2,1,34000,14,1152,1,1400000.0,2023,5,0
0,2995 cc,4,1,5000,4,1273,1,8690000.0,2018,7,0
9,1498 cc,1,1,85386,14,1863,1,750000.0,2018,5,1
0,1968 cc,2,1,2400,4,1276,3,9500000.0,2017,5,0
19,998 cc,4,0,121202,14,1879,1,205000.0,2010,5,1
29,1197 cc,4,1,80000,14,805,4,530000.0,2019,5,1
19,1196 cc,4,1,20000,14,660,1,500000.0,2022,5,1
10,1197 cc,4,1,30000,14,733,1,925000.0,2023,5,1
19,796 cc,4,1,120000,14,1196,1,285000.0,2017,8,1
1,1984 cc,2,1,17300,4,2121,1,8590000.0,2022,5,0
19,998 cc,4,1,11000,14,164,1,500000.0,2022,5,1
9,1498 cc,1,1,35738,14,1864,1,1266000.0,2020,5,1
8,1498 cc,1,0,156898,14,649,3,370000.0,2013,5,1
0,2994 cc,4,1,1900,4,1389,1,7500000.0,2023,5,0
26,999 cc,4,1,30000,14,1045,1,550000.0,2023,5,1
9,1493 cc,4,0,89608,14,413,1,900000.0,2020,5,1
9,1498 cc,1,1,72956,14,982,1,575000.0,2017,5,1
9,1498 cc,1,1,10000,14,1860,1,800000.0,2018,5,1
10,1197 cc,4,1,40000,14,2090,1,850000.0,2022,5,1
10,999 cc,4,1,160000,14,1430,4,123000.0,2007,5,1
8,1498 cc,1,0,104779,14,651,1,490000.00000000006,2016,5,1
13,1956 cc,1,1,80000,14,472,4,1500000.0,2021,5,1
19,1197 cc,4,0,131328,14,1595,4,395000.0,2017,5,1
29,2494 cc,1,1,160000,14,933,2,450000.0,2010,7,1
8,1498 cc,1,1,180742,14,651,1,540000.0,2016,5,1
10,1197 cc,4,0,40516,14,2086,1,610000.0,2018,5,1
9,1199 cc,4,0,116178,14,189,1,500000.0,2019,5,1
19,1462 cc,4,1,150000,14,375,3,750000.0,2019,5,1
10,1086 cc,4,1,95000,14,1439,4,300000.0,2014,5,1
19,796 cc,3,1,64000,14,1194,3,300000.0,2015,5,1
18,2498 cc,1,1,160000,14,2030,3,300000.0,2009,8,1
9,1498 cc,1,0,44329,14,189,1,495000.0,2014,5,1
9,1199 cc,4,0,22496,14,202,1,875000.0,2019,5,0
19,998 cc,4,1,150000,14,345,1,350000.0,2021,5,1
18,2179 cc,1,1,100000,14,2002,3,710000.0,2015,7,1
10,998 cc,4,1,30000,14,1778,1,900000.0,2019,5,1
30,999 cc,4,0,42622,14,1621,1,1450000.0,2021,5,1
3,936 cc,1,1,150000,14,263,1,165000.0,2012,5,1
28,1396 cc,1,1,160000,14,923,4,100000.0,2010,5,1
19,1248 cc,1,1,90000,14,253,1,600000.0,2017,5,1
9,1498 cc,1,0,141782,14,201,1,590000.0,2019,5,1
9,1199 cc,4,1,22696,14,205,1,913000.0,2023,5,0
8,1498 cc,1,1,90000,14,755,1,380000.0,2015,5,1
10,814 cc,4,1,90000,14,629,4,190000.0,2012,5,1
19,1197 cc,4,1,30000,14,659,1,589000.0,2024,5,1
9,1497 cc,4,0,56390,14,418,1,1297000.0,2020,5,1
9,1498 cc,1,1,20269,14,1864,1,1340000.0,2020,5,1
30,1498 cc,1,1,120000,14,1747,1,680000.0,2016,5,1
10,1197 cc,4,2,71000,11,2115,3,340000.0,2014,5,1
10,1197 cc,4,0,55000,11,2053,1,375000.0,2014,5,1
8,1497 cc,4,1,49000,11,656,1,575000.0,2018,5,1
16,2487 cc,4,1,51003,11,635,1,4350000.0,2019,5,0
19,998 cc,4,0,59000,11,359,1,510000.0,2018,5,0
27,999 cc,4,1,32000,11,1067,1,1390000.0,2022,5,0
10,1582 cc,1,0,58000,11,509,3,635000.0,2016,5,0
22,1998 cc,4,0,49000,11,464,3,2600000.0,2017,5,0
9,1199 cc,4,1,55000,11,1862,1,680000.0,2019,5,1
19,1248 cc,1,1,54300,11,1376,1,660000.0,2018,5,1
9,1497 cc,4,0,101230,11,411,1,527000.0,2016,5,1
21,2996 cc,4,0,29000,11,1361,1,7900000.0,2019,5,0
21,1991 cc,4,0,66000,11,293,3,2100000.0,2015,5,0
1,1995 cc,1,0,57000,11,56,1,1890000.0,2016,5,0
27,999 cc,4,0,53000,11,1059,1,1175000.0,2021,5,0
10,1197 cc,4,0,11000,11,2092,1,980000.0,2023,5,0
29,1496 cc,4,0,63274,11,721,1,270000.0,2013,5,1
9,1498 cc,4,0,53000,11,417,1,1050000.0,2021,5,0
1,1995 cc,1,0,15000,11,17,3,3775000.0,2021,5,0
13,1368 cc,4,0,30000,11,469,1,1650000.0,2021,5,0
1,1995 cc,1,1,35000,11,56,1,3499000.0,2019,5,0
19,998 cc,4,1,32000,11,1385,1,390000.0,2019,5,0
1,2998 cc,4,0,25000,11,1926,1,9900000.0,2022,5,0
26,1461 cc,1,2,72000,11,590,1,255000.0,2015,5,1
28,1047 cc,1,1,48000,11,1688,1,245000.00000000003,2017,5,1
10,1197 cc,4,2,65000,11,853,1,375000.0,2016,5,1
1,1995 cc,1,0,69000,11,29,1,1499000.0,2016,5,0
0,1968 cc,1,1,67000,11,107,1,1275000.0,2015,5,0
29,2487 cc,4,0,17000,11,1738,1,10500000.0,2023,7,0
14,1497 cc,4,1,38000,11,1473,1,965000.0,2020,5,1
10,1353 cc,4,0,13000,11,551,1,1675000.0,2023,5,0
15,1999 cc,1,0,33000,11,1284,1,5390000.0,2021,5,0
14,1353 cc,4,0,28450,11,1463,1,1200000.0,2019,5,1
10,998 cc,4,0,33000,11,1769,1,890000.0,2020,5,1
21,1991 cc,4,0,35000,11,454,1,2375000.0,2018,5,0
15,1999 cc,4,0,44000,11,567,3,2500000.0,2017,7,0
1,1197 cc,2,1,10241,4,2122,1,5400000.0,2023,5,0
19,1197 cc,4,1,76000,11,1576,1,570000.0,2019,5,1
21,1950 cc,1,0,10000,11,725,1,5900000.0,2022,5,0
15,1999 cc,1,0,43000,11,1288,1,2470000.0,2017,5,0
19,1197 cc,4,1,56232,11,1576,1,365000.0,2015,5,1
18,1497 cc,1,1,37000,11,1966,1,545000.0,2019,5,1
14,1197 cc,4,0,8000,11,1504,1,950000.0,2023,5,1
14,1497 cc,4,0,30000,11,1477,1,1300000.0,2022,5,1
1,1995 cc,1,1,53000,11,1908,3,1925000.0,2016,5,0
22,1996 cc,2,3,5309,4,1399,1,4100000.0,2023,4,0
9,1498 cc,4,1,68631,12,411,1,869999.9999999999,2020,5,1
31,1969 cc,4,1,36394,4,1938,1,3100000.0,2020,5,0
14,1493 cc,1,0,45000,11,1467,1,1400000.0,2020,5,0
19,1197 cc,4,0,41000,11,907,1,470000.0,2017,5,0
10,1197 cc,4,0,68454,11,2109,3,441000.0,2016,5,1
21,1950 cc,1,0,52000,11,727,1,3700000.0,2019,5,0
19,1197 cc,4,0,17000,11,258,1,550000.0,2021,5,1
10,1197 cc,4,0,40000,11,849,1,550000.0,2020,5,1
9,1198 cc,4,0,68464,11,281,1,350000.0,2016,5,0
30,999 cc,4,0,54237,11,1626,1,1046000.0,2022,5,0
19,1248 cc,1,0,41507,11,366,1,681000.0,2018,5,1
0,1998 cc,4,1,39000,11,105,1,3650000.0,2022,5,0
0,1968 cc,1,0,45000,11,110,3,1650000.0,2017,5,0
10,998 cc,4,1,78000,11,1765,1,740000.0,2019,5,1
21,1496 cc,4,1,10000,11,292,1,4900000.0,2022,5,0
19,998 cc,4,0,72000,11,354,1,360000.0,2018,5,0
1,1995 cc,1,0,35000,11,56,3,2950000.0,2018,5,0
15,2993 cc,1,0,54000,11,1299,3,6498999.999999999,2019,5,0
21,1950 cc,4,3,18000,4,1228,1,3700000.0,2020,5,0
10,1591 cc,4,0,52000,11,530,1,725000.0,2017,5,1
19,1197 cc,4,2,42000,11,253,3,465000.00000000006,2019,5,1
24,1498 cc,4,0,72740,11,1523,1,421000.0,2016,5,1
19,1197 cc,4,2,10550,11,251,1,495000.0,2018,5,1
9,1497 cc,4,1,46000,11,434,1,575000.0,2015,5,1
10,1591 cc,4,0,34000,11,530,1,725000.0,2017,5,1
1,1995 cc,1,0,51000,11,17,1,2600000.0,2019,5,0
29,2494 cc,1,0,82000,11,937,3,799000.0,2015,7,1
19,1197 cc,4,0,46000,11,1604,1,320000.0,2012,5,1
9,1497 cc,4,0,40000,11,445,1,725000.0,2018,5,1
8,3198 cc,1,2,124000,11,676,3,1675000.0,2017,7,0
9,1497 cc,4,1,77000,11,434,1,425000.0,2013,5,1
10,1591 cc,4,0,60000,11,527,1,860000.0,2017,5,0
19,1462 cc,4,2,8000,11,1959,1,990000.0,2019,6,1
21,2999 cc,4,3,10000,11,48,1,13200000.0,2024,7,0
28,1498 cc,2,0,62000,11,1149,1,950000.0,2020,5,0
9,1498 cc,4,1,45069,11,411,1,1025000.0,2021,5,1
10,1582 cc,1,0,62000,11,523,3,990000.0,2019,5,0
27,1498 cc,4,0,25000,11,1068,1,1450000.0,2022,5,0
9,1497 cc,4,0,72000,11,429,1,770000.0,2018,5,0
19,1197 cc,4,0,65000,11,253,1,520000.0,2017,5,1
1,2993 cc,1,0,98000,11,78,1,4790000.0,2018,5,0
18,2198 cc,1,0,33000,11,1451,1,1764999.9999999998,2023,7,1
26,999 cc,4,1,42186,12,1713,1,525000.0,2020,7,1
10,1591 cc,4,1,73000,11,527,3,625000.0,2016,5,0
9,1497 cc,4,1,57000,11,434,3,540000.0,2015,5,1
21,2143 cc,1,0,53000,11,616,1,1750000.0,2017,5,0
22,1956 cc,2,1,3661,4,1399,1,4100000.0,2023,4,0
13,1956 cc,1,0,60000,11,479,1,850000.0,2017,5,1
19,1248 cc,1,1,49000,11,251,1,549000.0,2019,5,1
21,1950 cc,1,0,25000,4,728,1,4500000.0,2020,5,0
10,1591 cc,4,1,88000,11,517,1,685000.0,2017,5,1
12,1999 cc,4,1,68235,11,1955,3,3475000.0,2016,5,0
14,1497 cc,4,0,35000,11,1481,1,1250000.0,2021,5,1
9,1199 cc,4,0,61222,11,985,3,351000.0,2015,5,1
1,1995 cc,1,0,51000,11,56,1,2700000.0,2018,5,0
15,2179 cc,1,0,58000,11,1292,3,2550000.0,2016,5,0
19,1197 cc,4,0,54000,11,1548,1,549000.0,2019,5,0
28,1197 cc,2,0,32000,11,1149,1,1245000.0,2022,5,0
19,1197 cc,4,0,41510,11,1554,1,581000.0,2018,5,0
21,2143 cc,1,0,48000,11,299,1,2300000.0,2018,5,0
21,1950 cc,1,0,70000,11,725,1,4000000.0,2019,5,0
28,1199 cc,4,1,79000,12,1691,1,460000.0,2017,5,1
21,1991 cc,4,0,64000,11,606,1,2975000.0,2017,5,0
8,2198 cc,1,0,80000,11,675,1,1600000.0,2017,7,0
21,1950 cc,1,0,40000,11,0,3,6300000.0,2021,5,0
21,2143 cc,1,1,68000,11,51,1,2440000.0,2016,5,0
17,1451 cc,4,3,4600,11,883,1,1950000.0,2023,7,0
10,1497 cc,4,0,10000,11,538,1,1350000.0,2023,5,1
21,2143 cc,1,0,58000,11,616,3,1450000.0,2016,5,0
14,1497 cc,1,0,8000,11,1485,1,1800000.0,2023,5,0
1,2998 cc,4,3,30000,11,1923,1,8300000.0,2022,5,0
24,999 cc,4,1,29000,11,1102,1,580000.0,2021,5,1
0,1395 cc,4,0,42500,11,97,3,2250000.0,2018,5,0
10,1591 cc,4,0,62000,11,532,1,950000.0,2018,5,1
19,1197 cc,4,0,79653,11,250,1,518000.0,2017,5,0
21,1950 cc,1,0,27000,11,725,1,3985000.0,2019,5,0
21,1991 cc,4,0,90000,11,726,1,3100000.0,2018,5,0
19,1248 cc,1,0,45000,11,372,1,625000.0,2017,5,1
10,1197 cc,4,1,59000,11,840,1,375000.0,2015,5,1
19,1248 cc,1,1,60000,11,1373,1,595000.0,2019,5,1
8,1497 cc,4,1,51398,11,638,1,605000.0,2019,5,1
9,1199 cc,4,0,56000,11,191,1,570000.0,2018,5,0
10,1197 cc,4,0,40000,11,840,1,385000.0,2017,5,1
24,999 cc,4,0,42468,11,1095,1,694000.0,2021,5,0
14,998 cc,4,0,34000,11,1510,1,1050000.0,2022,5,0
13,1956 cc,1,0,68000,11,469,1,1025000.0,2018,5,1
15,1999 cc,1,1,53000,11,1305,3,6800000.0,2020,5,0
1,1998 cc,4,1,20000,11,2041,1,7875000.0,2022,2,0
10,1197 cc,4,0,53051,11,2072,1,659000.0,2018,5,0
21,1950 cc,1,0,31000,11,1227,1,3400000.0,2020,5,0
10,1591 cc,4,0,62000,11,531,1,660000.0,2016,5,1
13,1368 cc,4,1,25089,11,467,1,1875000.0,2021,5,0
19,1248 cc,1,0,45286,11,256,1,456000.0,2016,5,1
10,998 cc,4,1,23000,11,1760,1,1190000.0,2023,5,0
21,2143 cc,1,0,70000,11,616,1,1500000.0,2015,5,0
9,1498 cc,1,0,70000,11,1860,3,525000.0,2017,5,1
10,1582 cc,1,0,71250,11,510,1,930000.0,2020,5,1
14,1497 cc,4,0,68000,11,1483,1,1275000.0,2021,5,0
18,1997 cc,4,0,14000,11,1648,1,1325000.0,2021,4,0
9,1498 cc,4,0,122552,11,415,1,510000.0,2014,5,1
19,1248 cc,1,1,48000,11,1553,1,395000.0,2017,5,0
19,1197 cc,4,0,46642,11,251,1,511000.00000000006,2018,5,1
9,1497 cc,4,2,75000,11,435,1,695000.0,2017,5,1
21,2143 cc,1,0,34000,11,291,1,2480000.0,2018,5,0
19,1248 cc,1,0,95329,11,259,1,448000.00000000006,2016,5,1
18,2179 cc,1,0,31000,11,1993,1,1350000.0,2021,7,1
14,2199 cc,1,0,36000,11,338,1,2525000.0,2021,6,0
10,1582 cc,1,0,92000,11,514,3,640000.0,2017,5,1
10,1497 cc,4,0,12000,11,545,1,1450000.0,2023,5,1
9,1199 cc,4,0,67000,11,1861,1,585000.0,2019,5,1
21,1999 cc,4,3,1200,11,37,1,7800000.0,2025,5,0
1,2998 cc,4,1,4898,11,1924,1,11000000.0,2024,5,0
19,1462 cc,4,0,35168,11,1963,1,1025000.0,2022,6,1
13,1368 cc,4,0,26000,11,476,1,1500000.0,2020,5,0
9,1498 cc,4,0,78787,11,415,3,605000.0,2016,5,1
15,1999 cc,1,0,51000,11,1287,3,3500000.0,2017,5,0
1,1995 cc,1,0,48000,11,29,1,1550000.0,2015,5,0
19,1462 cc,4,0,60000,11,1844,1,825000.0,2022,5,1
10,1197 cc,4,0,51000,11,839,3,310000.0,2017,5,1
1,1995 cc,1,0,29000,11,58,1,1490000.0,2015,5,0
26,999 cc,4,1,65000,11,1709,1,550000.0,2020,7,1
30,1798 cc,4,0,64000,11,800,1,650000.0,2016,5,0
10,1497 cc,4,1,16000,11,546,1,1600000.0,2023,5,0
1,2993 cc,1,1,65000,11,65,1,3650000.0,2019,4,0
19,1197 cc,4,0,90713,11,1576,1,397000.0,2016,5,1
28,1956 cc,1,0,37000,11,1417,1,1795000.0,2022,7,0
19,1373 cc,4,0,58000,11,374,1,525000.0,2015,5,0
21,1950 cc,1,0,120000,11,0,1,5800000.0,2021,5,0
14,2199 cc,1,1,35048,11,336,1,2475000.0,2021,8,0
15,2993 cc,1,0,35000,11,568,3,3275000.0,2019,7,0
13,1368 cc,4,0,32000,11,476,1,1890000.0,2021,5,0
21,1991 cc,4,3,35000,11,454,1,2375000.0,2018,5,0
19,1197 cc,4,2,76000,11,259,1,390000.0,2016,5,1
13,1956 cc,1,1,84000,11,486,1,850000.0,2018,5,1
9,1198 cc,4,0,48000,11,197,1,345000.0,2015,5,1
0,1968 cc,1,1,95000,11,110,3,1450000.0,2017,5,0
10,1497 cc,4,3,4000,11,1817,1,1490000.0,2024,5,0
10,1591 cc,4,0,63000,11,527,1,791000.0,2017,5,0
19,1197 cc,4,1,46000,11,1548,1,535000.0,2018,5,0
14,1493 cc,1,0,68000,11,1467,3,1150000.0,2020,5,0
10,1591 cc,4,0,91000,11,527,1,742000.0,2016,5,0
30,999 cc,4,1,28000,11,1629,1,1360000.0,2022,5,1
26,999 cc,4,2,11000,11,1050,1,735000.0,2022,5,1
17,1451 cc,4,1,12500,11,887,1,1550000.0,2021,5,0
8,1497 cc,4,0,63000,11,638,1,670000.0,2018,5,1
21,1950 cc,4,3,30000,11,1228,1,3500000.0,2019,5,0
30,1197 cc,4,0,56000,11,1753,1,625000.0,2017,5,0
21,1991 cc,4,0,30000,11,7,1,2300000.0,2017,5,0
