city,model,price,insurance,fuel_type,seats,kms_driven,transmission,year_of_manufacture,engine,power,mileage,ownership
Chennai,Vento 1.2 TSI Highline AT,630000.0,Expired,Petrol,5,60001,Automatic,2015.0,1197,103.2,16.93,First Owner
Chennai,Swift Dzire AMT ZDI Plus,650000.0,Comprehensive,Diesel,5,80000,Automatic,2017.0,1248,74.02,28.4,First Owner
Chennai,Polo 1.2 MPI Highline,459999.99999999994,Expired,Petrol,5,40000,Manual,2016.0,1199,74.0,16.2,Second Owner
Chennai,Sonet GTX Plus Turbo iMT BSVI,1090000.0,Expired,Petrol,5,6500,Manual,2022.0,998,118.36,18.2,First Owner
Chennai,Vento 1.2 TSI Highline AT,600000.0,Comprehensive,Petrol,5,70000,Automatic,2016.0,1197,103.2,18.19,First Owner
Chennai,Polo 1.0 MPI Trendline,539000.0,Comprehensive,Petrol,5,26237,Manual,2021.0,999,75.1,17.74,Second Owner
Chennai,Venue SX Opt iMT,869000.0,Expired,Petrol,5,30944,Manual,2021.0,998,118.35,18.0,First Owner
Chennai,Compass 2.0 Sport,1050000.0,Comprehensive,Diesel,5,65000,Manual,2017.0,1956,170.0,17.1,First Owner
Chennai,Grand i10 AT Asta,368000.0,Expired,Petrol,5,90919,Automatic,2015.0,1197,82.0,18.9,Second Owner
Gurgaon,A8 L 60 TFSI Quattro,3990000.0,Expired,Petrol,4,25800,Automatic,2016.0,3993,429.12,16.39,Second Owner
Chennai,Q7 3.0 TDI Quattro Premium Plus,1250000.0,Comprehensive,Diesel,7,110000,Automatic,2011.0,2967,241.4,19.12,Second Owner
Chennai,Ecosport 1.5 Ti VCT MT Titanium BSIV,480000.0,Comprehensive,Petrol,5,87148,Manual,2016.0,1499,110.4,15.85,First Owner
Chennai,Innova Crysta 2.8 GX AT BSIV,1850000.0,Comprehensive,Diesel,7,100000,Automatic,2018.0,2755,171.5,19.12,First Owner
Chennai,E-Class E350 CDI Elegance,700000.0,Expired,Diesel,5,120000,Automatic,2009.0,2987,210.0,19.12,Fifth Owner
Chennai,i10 Sportz AT,345000.0,Comprehensive,Petrol,5,47521,Automatic,2012.0,1197,78.9,16.95,First Owner
Chennai,Ertiga BSIV VXI,745000.0,Comprehensive,Petrol,7,53000,Manual,2018.0,1373,91.1,17.5,First Owner
Chennai,KUV 100 NXT G80 K8 5Str BSIV,350000.0,Expired,Petrol,5,100000,Manual,2017.0,1198,82.0,18.15,Second Owner
Chennai,Venue SX Opt iMT,822000.0000000001,Expired,Petrol,5,8998,Manual,2021.0,998,118.35,18.0,Second Owner
Chennai,Duster 85PS Diesel RxL,325000.0,Expired,Diesel,5,160000,Manual,2012.0,1461,83.8,20.45,Third Owner
Chennai,Nexon 1.2 Revotron XZA Plus,651000.0,Zero Dep,Petrol,5,89876,Automatic,2019.0,1198,108.5,17.0,First Owner
Chennai,Wagon R ZXI Plus,725000.0,Comprehensive,Petrol,5,3400,Manual,2023.0,1197,88.5,23.56,First Owner
Chennai,City GXi,250000.0,Expired,Petrol,5,80000,Manual,2008.0,1497,81.8,17.7,First Owner
Chennai,Corolla Altis 1.8 VL AT,825000.0,Comprehensive,Petrol,5,85000,Automatic,2015.0,1794,138.1,14.53,Second Owner
Chennai,Wagon R ZXI Plus AT Dual tone BSVI,675000.0,Expired,Petrol,5,30000,Automatic,2023.0,1197,88.5,24.43,First Owner
Chennai,Hector Sharp Diesel MT,1650000.0,Comprehensive,Diesel,5,53000,Manual,2019.0,1956,167.68,17.41,First Owner
Chennai,Swift Dzire AMT VDI,670000.0,Expired,Diesel,5,86000,Automatic,2017.0,1248,74.02,28.4,First Owner
Chennai,Q3 35 TDI Quattro Premium,1500000.0,Comprehensive,Diesel,5,95000,Automatic,2015.0,1968,174.33,19.12,Second Owner
Chennai,Swift Dzire VXI,450000.0,Expired,Petrol,5,60000,Manual,2015.0,1197,83.14,20.85,First Owner
Chennai,Vento 1.5 TDI Comfortline,760000.0,Expired,Diesel,5,80000,Manual,2018.0,1498,108.6,22.27,First Owner
Chennai,Ecosport 1.5 Diesel Titanium Plus,545000.0,Comprehensive,Diesel,5,110000,Manual,2016.0,1498,98.96,21.7,Second Owner
Chennai,Duster 85PS Diesel RxS,750000.0,Comprehensive,Diesel,5,84000,Manual,2018.0,1461,83.8,19.87,First Owner
Chennai,Wagon R VXI BS IV,340000.0,Expired,Petrol,5,39000,Manual,2014.0,998,67.04,20.51,First Owner
Chennai,Nano Twist XTA,150000.0,Expired,Petrol,5,30000,Automatic,2016.0,624,37.5,25.4,Third Owner
Coimbatore,A Class A180 CDI,990000.0,Comprehensive,Diesel,5,86251,Automatic,2013.0,2143,107.3,19.12,Second Owner
Chennai,Celerio X VXI BSIV,390000.0,Comprehensive,Petrol,5,53000,Manual,2018.0,998,67.0,21.63,First Owner
Chennai,Tigor XZ Plus,441000.0,Comprehensive,Petrol,5,81026,Manual,2018.0,1199,83.81,20.3,First Owner
Chennai,Swift Dzire AMT VXI BS IV,620000.0,Expired,Petrol,5,50000,Automatic,2018.0,1197,81.8,22.0,First Owner
Chennai,3 Series 320d,700000.0,Expired,Diesel,5,60000,Automatic,2010.0,1995,81.8,13.2,Second Owner
Chennai,Verna VTVT 1.6 AT SX Option,975000.0,Comprehensive,Petrol,5,22000,Automatic,2019.0,1591,121.3,17.0,First Owner
Chennai,Sonet 1.5 GTX Plus Diesel DT,1030000.0000000001,Expired,Diesel,5,40000,Manual,2021.0,1493,98.63,19.12,First Owner
Chennai,Jazz 1.2 V AT i VTEC,487000.0,Third Party,Petrol,5,56990,Automatic,2017.0,1199,88.7,19.0,Second Owner
Chennai,Harrier XZA Plus AT BSVI,1810000.0000000002,Comprehensive,Diesel,5,80000,Automatic,2022.0,1956,167.67,14.6,First Owner
Chennai,Altroz XZ Diesel,663000.0,Comprehensive,Diesel,5,64008,Manual,2020.0,1497,88.77,23.64,First Owner
Chennai,Baleno 1.2 CVT Delta,640000.0,Expired,Petrol,5,30000,Automatic,2018.0,1197,83.1,21.4,First Owner
Chennai,Venue SX Dual Tone Diesel,875000.0,Expired,Diesel,5,100000,Manual,2020.0,1493,98.6,23.7,First Owner
Coimbatore,5 Series 520d Luxury Line,3490000.0,Comprehensive,Diesel,5,47825,Automatic,2018.0,1995,187.74,19.12,Second Owner
Chennai,Verna VTVT 1.6 AT SX Option,950000.0,Comprehensive,Petrol,5,19000,Automatic,2019.0,1591,121.3,17.0,First Owner
Chennai,i20 Sportz Plus BSIV,645000.0,Comprehensive,Petrol,5,35381,Manual,2019.0,1197,81.86,18.6,First Owner
Chennai,Hector Plus Sharp Hybrid MT,1200000.0,Expired,Petrol,6,30000,Manual,2020.0,1451,141.0,14.025,First Owner
Chennai,Baleno Delta,615000.0,Expired,Petrol,5,56000,Manual,2019.0,1197,81.8,21.01,First Owner
Chennai,i20 1.2 Asta,645000.0,Comprehensive,Petrol,5,30000,Manual,2017.0,1197,81.83,18.6,First Owner
Chennai,KWID RXT,270000.0,Comprehensive,Petrol,5,26872,Manual,2016.0,799,53.3,25.17,Second Owner
Chennai,Ertiga VXi (O),1050000.0,Expired,Petrol,7,10000,Manual,2023.0,1462,101.64,20.51,First Owner
Gurgaon,Q7 40 TFSI Quattro Technology,4390000.0,Comprehensive,Petrol,7,58800,Automatic,2017.0,1984,248.0,13.55,First Owner
Chennai,Innova Crysta 2.4 VX MT 8S BSIV,2020000.0,Expired,Diesel,8,40000,Manual,2018.0,2393,147.8,19.12,First Owner
Chennai,Tiago 1.2 Revotron XE,350000.0,Expired,Petrol,5,60000,Manual,2016.0,1199,84.0,23.84,Second Owner
Chennai,Celerio VXI,363000.0,Third Party,Petrol,5,44330,Manual,2017.0,998,65.71,25.24,Second Owner
Chennai,Grand i10 1.2 Kappa Sportz Dual Tone,409999.99999999994,Expired,Petrol,5,50000,Manual,2018.0,1197,81.86,18.9,Second Owner
Chennai,Camry 2.5 Hybrid BSVI,3475000.0,Comprehensive,Petrol,5,40000,Automatic,2022.0,2487,175.67,19.12,Second Owner
Chennai,WR-V i-DTEC VX,600000.0,Expired,Diesel,5,160000,Manual,2017.0,1498,98.6,25.5,First Owner
Chennai,Amaze S Petrol BSIV,530000.0,Comprehensive,Petrol,5,53569,Manual,2019.0,1199,88.76,19.5,Second Owner
Chennai,Vitara Brezza ZDi AMT,900000.0,Comprehensive,Diesel,5,90000,Automatic,2019.0,1248,88.5,24.3,First Owner
Chennai,Amaze VX AT i-Vtech,484000.0,Zero Dep,Petrol,5,34750,Automatic,2016.0,1198,86.7,15.5,Second Owner
Chennai,Ciaz Delta AT BSVI,796000.0,Comprehensive,Petrol,5,51745,Automatic,2020.0,1462,103.25,20.04,First Owner
Chennai,Nexon XZ Plus BSVI,1190000.0,Expired,Petrol,5,45000,Manual,2022.0,1199,118.35,17.33,First Owner
Chennai,Seltos HTX IVT G,1290000.0,Comprehensive,Petrol,5,38000,Automatic,2020.0,1497,113.42,16.8,First Owner
Chennai,Amaze S Diesel,509999.99999999994,Comprehensive,Diesel,5,69218,Manual,2015.0,1498,98.63,24.7,First Owner
Chennai,KWID 1.0 RXT AMT,520000.0,Comprehensive,Petrol,5,26189,Automatic,2023.0,999,67.06,22.3,First Owner
Chennai,X1 sDrive20d,1030000.0000000001,Expired,Diesel,5,90000,Automatic,2012.0,1995,184.0,19.12,Second Owner
Chennai,Etios 1.4 GXD,650000.0,Expired,Diesel,5,160000,Manual,2018.0,1364,67.05,23.59,First Owner
Chennai,GLS 400d 4MATIC,12000000.0,Comprehensive,Diesel,7,15000,Automatic,2023.0,2925,325.86,19.12,First Owner
Chennai,Santro Sportz AMT BSIV,525000.0,Expired,Petrol,5,40000,Automatic,2018.0,1086,68.0,20.3,Second Owner
Chennai,Ecosport 1.5 Ti VCT AT Titanium BSIV,466000.0,Comprehensive,Petrol,5,73282,Automatic,2015.0,1499,110.4,15.63,Second Owner
Chennai,Venue SX Opt Diesel BSIV,857000.0,Comprehensive,Diesel,5,65559,Manual,2019.0,1396,88.7,23.7,First Owner
Chennai,X1 sDrive 20D xLine,750000.0,Comprehensive,Diesel,5,90000,Automatic,2012.0,1995,184.0,19.12,Third Owner
Chennai,XUV500 W6 2WD,650000.0,Expired,Diesel,7,150000,Manual,2014.0,2179,140.0,15.1,Third Owner
Gurgaon,A4 Technology,3190000.0,Expired,Petrol,5,9300,Automatic,2021.0,1998,187.74,19.12,First Owner
Chennai,i20 Asta 1.4 CRDi,543000.0,Expired,Diesel,5,88940,Manual,2017.0,1396,88.73,22.54,Second Owner
Chennai,Swift VXI,300000.0,Comprehensive,Petrol,5,122982,Manual,2011.0,1197,85.8,18.6,First Owner
Chennai,Rover Discovery Sport SD4 HSE Luxury 7S,3150000.0,Comprehensive,Diesel,7,38000,Automatic,2018.0,2179,187.7,19.12,Second Owner
Chennai,Baleno 1.3 Alpha,615000.0,Expired,Diesel,5,125000,Manual,2018.0,1248,74.0,27.39,First Owner
Coimbatore,3 Series Gran Limousine 330Li M Sport BSVI,4990000.0,Comprehensive,Petrol,5,37812,Automatic,2023.0,1998,254.79,15.39,First Owner
Coimbatore,XF 2.0 Diesel Portfolio,3790000.0,Comprehensive,Diesel,5,47478,Automatic,2017.0,1999,177.0,19.12,Second Owner
Chennai,Vitara Brezza ZDi Plus AMT,720000.0,Expired,Diesel,5,80000,Automatic,2019.0,1248,88.5,24.3,Fourth Owner
Chennai,Creta 1.6 VTVT SX Plus Dual Tone,1200000.0,Expired,Petrol,5,30000,Manual,2017.0,1591,121.3,15.29,First Owner
Chennai,Hector Plus Sharp Diesel MT,1550000.0,Expired,Diesel,6,50000,Manual,2020.0,1956,167.67,16.65,Second Owner
Chennai,Grand i10 1.2 Kappa Sportz Option AT,540000.0,Comprehensive,Petrol,5,18000,Automatic,2017.0,1197,81.86,18.9,First Owner
Chennai,Amaze SX i VTEC,450000.0,Comprehensive,Petrol,5,77060,Manual,2015.0,1198,86.7,17.8,First Owner
Chennai,Celerio VXI MT BSIV,429000.0,Comprehensive,Petrol,5,58000,Manual,2019.0,998,67.04,23.1,First Owner
Chennai,Tigor 1.2 Revotron XM,424000.0,Comprehensive,Petrol,5,92454,Manual,2020.0,1199,84.0,20.3,First Owner
Chennai,X1 sDrive 20d xLine,1950000.0,Expired,Diesel,5,100000,Automatic,2017.0,1995,188.0,20.68,First Owner
Chennai,Etios Liva V,375000.0,Comprehensive,Petrol,5,57848,Manual,2016.0,1197,81.8,18.3,First Owner
Gurgaon,Q7 Technology WO Matrix,8690000.0,Expired,Petrol,7,5000,Automatic,2024.0,2995,335.25,19.12,First Owner
Chennai,Baleno 1.2 Alpha,540000.0,Comprehensive,Petrol,5,61142,Manual,2016.0,1197,83.1,21.4,First Owner
Gurgaon,Q3 35 TDI Quattro Premium Plus,2190000.0,Expired,Diesel,5,25000,Automatic,2018.0,1968,181.0,19.12,First Owner
Chennai,Vento 1.2 TSI Highline AT,790000.0,Comprehensive,Petrol,5,63000,Automatic,2019.0,1197,103.2,18.19,First Owner
Chennai,Hector Hybrid Sharp MT,1390000.0,Comprehensive,Petrol,5,42000,Manual,2021.0,1451,141.0,10.0,Second Owner
Chennai,Creta 1.6 SX Automatic,930000.0000000001,Comprehensive,Petrol,5,86101,Automatic,2019.0,1591,121.3,14.8,First Owner
Chennai,Seltos HTK Plus D,1295000.0,Comprehensive,Diesel,5,40000,Manual,2020.0,1493,113.43,20.8,First Owner
Chennai,Seltos HTK Plus AT D,1150000.0,Expired,Diesel,5,120000,Automatic,2019.0,1493,113.42,17.8,First Owner
Chennai,Jazz 1.2 VX i VTEC,475000.0,Expired,Petrol,5,70000,Manual,2016.0,1199,88.7,18.7,Second Owner
Chennai,Creta SX BSVI,1040000.0,Zero Dep,Petrol,5,82990,Manual,2021.0,1497,113.18,14.0,Second Owner
Chennai,Wagon R VXI,360000.0,Comprehensive,Petrol,5,46346,Manual,2014.0,998,67.05,21.79,First Owner
Chennai,Swift VXI,475000.0,Comprehensive,Petrol,5,63938,Manual,2015.0,1197,81.8,21.21,First Owner
Chennai,Wagon R ZXI 1.2,529000.0,Comprehensive,Petrol,5,63000,Manual,2020.0,1197,81.8,20.52,First Owner
Chennai,F-Pace Pure 2.0 AWD,3500000.0,Comprehensive,Diesel,5,71000,Automatic,2018.0,1999,177.0,19.12,First Owner
Chennai,A8 L 3.0 TDI quattro,2500000.0,Expired,Diesel,4,50000,Automatic,2015.0,2967,246.74,19.12,First Owner
Chennai,Fiesta 1.6 SXi Duratec,189000.0,Expired,Petrol,5,120000,Manual,2010.0,1596,81.8,15.3,Second Owner
Gurgaon,Q7 Premium Plus,7600000.0,Expired,Petrol,7,9900,Automatic,2023.0,2995,335.25,19.12,First Owner
Chennai,Beat LS,195000.0,Comprehensive,Petrol,5,52215,Manual,2011.0,1199,79.4,18.6,First Owner
Chennai,Beat LT,200000.0,Expired,Petrol,5,80000,Manual,2012.0,1199,79.4,18.6,Second Owner
Chennai,City SV MT,530000.0,Expired,Petrol,5,108818,Manual,2015.0,1497,117.6,17.4,First Owner
Chennai,GLA AMG 35 4M,5000000.0,Comprehensive,Petrol,5,9000,Automatic,2022.0,1991,301.73,19.12,First Owner
Chennai,Swift VXI,600000.0,Comprehensive,Petrol,5,58304,Manual,2020.0,1197,85.8,18.6,First Owner
Chennai,Amaze VX CVT Petrol,698000.0,Comprehensive,Petrol,5,38231,Automatic,2020.0,1199,88.76,18.3,First Owner
Chennai,GLA Aero Edition,2300000.0,Comprehensive,Petrol,5,53000,Automatic,2016.0,1991,375.0,19.12,First Owner
Chennai,Grand i10 Magna,388000.0,Comprehensive,Petrol,5,79038,Manual,2016.0,1197,82.0,18.9,First Owner
Chennai,Rapid 1.6 TDI Elegance,450000.0,Expired,Diesel,5,100000,Manual,2012.0,1598,103.5,20.5,First Owner
Chennai,Hector Sharp AT BSIV,1495000.0,Comprehensive,Petrol,5,40000,Automatic,2021.0,1451,141.0,13.96,First Owner
Gurgaon,A6 45 TFSI Technology WO Matrix BSVI,3990000.0,Expired,Petrol,5,53000,Automatic,2021.0,1984,241.3,14.11,First Owner
Chennai,Verna SX Opt Turbo DCT,1850000.0,Expired,Petrol,5,10000,Automatic,2024.0,1482,157.57,20.6,First Owner
Chennai,Verna 1.4 VTVT,575000.0,Expired,Petrol,5,92242,Manual,2017.0,1396,105.5,17.43,First Owner
Chennai,S-Presso VXI,450000.0,Comprehensive,Petrol,5,43305,Manual,2021.0,998,65.71,24.76,First Owner
Chennai,XL6 Alpha AT,1375000.0,Comprehensive,Petrol,6,32000,Automatic,2023.0,1462,101.64,19.12,First Owner
Chennai,Figo Diesel LXI,300000.0,Expired,Diesel,5,37000,Manual,2010.0,1399,68.0,20.0,First Owner
Chennai,Nano Lx,83000.0,Expired,Petrol,4,40000,Manual,2011.0,624,35.0,26.0,First Owner
Chennai,Ertiga VXI ABS,575000.0,Expired,Petrol,7,60000,Manual,2013.0,1373,93.7,16.02,First Owner
Chennai,Rapid 1.0 TSI Ambition,742000.0,Comprehensive,Petrol,5,54391,Manual,2021.0,999,108.62,18.97,First Owner
Chennai,Scorpio S5,1450000.0,Comprehensive,Diesel,7,38000,Manual,2022.0,2179,136.78,17.0,First Owner
Coimbatore,Superb LK 2.0 TDI AT,2690000.0,Comprehensive,Diesel,5,58321,Automatic,2019.0,1984,174.5,18.19,Second Owner
Chennai,Polo Diesel Trendline 1.2L,240000.0,Expired,Diesel,5,120000,Manual,2012.0,1199,73.9,22.07,Fourth Owner
Chennai,Gloster Savvy 4x4 6Str,3875000.0,Comprehensive,Diesel,6,4000,Automatic,2022.0,1996,212.55,10.0,First Owner
Chennai,Jazz 1.2 V AT i VTEC,599000.0,Expired,Petrol,5,37000,Automatic,2017.0,1199,88.7,19.0,First Owner
Chennai,Nexon 1.2 Revotron XZA Plus,695000.0,Comprehensive,Petrol,5,83058,Automatic,2019.0,1198,108.5,17.0,First Owner
Chennai,Fiesta 1.4 SXI Duratorq,265000.0,Comprehensive,Diesel,5,82000,Manual,2011.0,1399,67.0,17.8,First Owner
Chennai,Superb Ambition 2.0 TDI CR AT,500000.0,Expired,Diesel,5,160000,Automatic,2012.0,1968,138.1,17.2,Second Owner
Chennai,Slavia 1.5 TSI Style AT BSVI,1600000.0,Comprehensive,Petrol,5,12000,Automatic,2022.0,1498,147.52,18.41,First Owner
Coimbatore,X3 xDrive 20d Luxury Line,2990000.0,Comprehensive,Diesel,5,93581,Automatic,2018.0,1995,187.7,19.12,First Owner
Chennai,Swift Dzire VXI,649000.0,Comprehensive,Petrol,5,45000,Manual,2022.0,1197,88.5,22.41,First Owner
Chennai,Baleno Delta,660000.0,Comprehensive,Petrol,5,40000,Manual,2020.0,1197,81.8,21.01,First Owner
Chennai,Celerio VXI AMT BSIV,459000.0,Comprehensive,Petrol,5,39521,Automatic,2018.0,998,67.04,23.1,First Owner
Chennai,Verna SX Opt,1225000.0,Expired,Petrol,5,30000,Manual,2022.0,1497,113.18,17.7,First Owner
Chennai,Swift ZXI,558000.0,Expired,Petrol,5,70768,Manual,2019.0,1197,88.5,22.38,First Owner
Chennai,Figo Diesel LXI,300000.0,Expired,Diesel,5,40000,Manual,2010.0,1399,68.0,20.0,First Owner
Gurgaon,A6 35 TDI Premium,1850000.0,Expired,Diesel,5,70500,Automatic,2015.0,1968,174.33,19.12,Second Owner
Chennai,Zest Quadrajet 1.3 XMS,270000.0,Expired,Diesel,5,80000,Manual,2015.0,1248,88.7,23.0,First Owner
Chennai,Rover Discovery Sport SD4 HSE Luxury,2650000.0,Comprehensive,Diesel,5,75000,Automatic,2016.0,2179,187.7,19.12,First Owner
Chennai,Baleno 1.2 Alpha,513999.99999999994,Comprehensive,Petrol,5,89729,Manual,2017.0,1197,83.1,21.4,First Owner
Chennai,Swift ZXI Plus AMT,634000.0,Zero Dep,Petrol,5,31803,Automatic,2020.0,1197,88.5,22.56,Second Owner
Chennai,i20 Sportz IVT DT,670000.0,Expired,Petrol,5,30000,Automatic,2020.0,1197,86.8,19.65,First Owner
Chennai,XC 90 D5 AT AWD,1650000.0,Comprehensive,Diesel,7,95000,Automatic,2014.0,2400,200.0,19.12,First Owner
Chennai,S Cross Delta DDiS 200 SH,795000.0,Comprehensive,Diesel,5,60000,Manual,2019.0,1248,88.5,25.1,First Owner
Chennai,Taigun 1.0 TSI Highline BSVI,1050000.0,Expired,Petrol,5,10000,Manual,2021.0,999,113.98,20.08,First Owner
Chennai,Ignis Zeta BSVI,575000.0,Expired,Petrol,5,20000,Manual,2022.0,1197,81.8,20.89,First Owner
Chennai,Endeavour Titanium Plus 4X4,1850000.0,Comprehensive,Diesel,7,220000,Automatic,2016.0,3198,197.0,14.2,First Owner
Chennai,Ciaz VDi Plus,550000.0,Expired,Diesel,5,80000,Manual,2014.0,1248,88.5,26.21,Second Owner
Chennai,Fortuner 2.8 2WD MT,3450000.0,Comprehensive,Diesel,7,130000,Manual,2020.0,2755,174.5,14.24,First Owner
Chennai,Celerio VXI AT,355000.0,Comprehensive,Petrol,5,55000,Automatic,2015.0,998,67.04,23.1,First Owner
Chennai,Virtus GT Plus,1689999.9999999998,Comprehensive,Petrol,5,9000,Manual,2023.0,1498,147.51,18.67,First Owner
Chennai,Beat PS,240000.0,Expired,Petrol,5,50000,Manual,2016.0,1199,76.8,18.6,First Owner
Chennai,KUV 100 mFALCON G80 K8 Dual Tone,499000.0,Third Party,Petrol,6,32832,Manual,2018.0,1198,82.0,18.15,Second Owner
Chennai,X5 xDrive 40i M Sport,8400000.0,Comprehensive,Petrol,5,16500,Automatic,2022.0,2998,335.26,19.12,Second Owner
Chennai,Duster RXZ 110PS AMT BSIV,969999.9999999999,Comprehensive,Diesel,5,60000,Automatic,2019.0,1461,108.5,19.87,First Owner
Chennai,M-Class ML 350 4Matic,3000000.0,Comprehensive,Diesel,5,70000,Automatic,2015.0,2987,81.8,19.12,First Owner
Chennai,Superb Laurin & klement BSVI,3500000.0,Expired,Petrol,5,60000,Automatic,2021.0,1984,187.74,15.1,First Owner
Chennai,Compass Model S Diesel BSVI,2050000.0,Expired,Diesel,5,90000,Manual,2022.0,1956,167.67,17.1,First Owner
Chennai,Ertiga ZXI Plus,1070000.0,Comprehensive,Petrol,7,42000,Manual,2020.0,1462,103.26,19.01,First Owner
Chennai,Micra Active XV,335000.0,Comprehensive,Petrol,5,21865,Manual,2018.0,1198,67.04,19.69,Second Owner
Chennai,Ssangyong Rexton RX7,500000.0,Comprehensive,Diesel,7,130000,Automatic,2013.0,2696,184.0,11.18,Second Owner
Chennai,KWID CLIMBER BSVI,507000.0,Third Party,Petrol,5,32644,Manual,2022.0,999,67.06,21.46,First Owner
Chennai,EQS 580 4Matic,9200000.0,Comprehensive,Electric,5,4700,Automatic,2022.0,1197,750.97,19.12,First Owner
Chennai,KWID 1.0 RXT AMT BSVI,478000.0,Third Party,Petrol,5,26871,Automatic,2022.0,999,67.06,22.3,First Owner
Chennai,Swift Dzire VXi,260000.0,Expired,Petrol,5,60000,Manual,2010.0,1298,85.8,17.5,Second Owner
Chennai,Fortuner 2.8 4WD AT,4320000.0,Expired,Diesel,7,20000,Automatic,2021.0,2755,174.5,15.04,Second Owner
Chennai,Compass 2.0 Limited,1100000.0,Comprehensive,Diesel,5,94000,Manual,2018.0,1956,170.0,17.1,Second Owner
Gurgaon,AMG A 35 4MATIC BSVI,4690000.0,Expired,Petrol,5,14950,Automatic,2022.0,1991,301.73,19.12,First Owner
Chennai,Santro Sportz AMT,565000.0,Comprehensive,Petrol,5,37000,Automatic,2021.0,1086,68.05,20.3,First Owner
Chennai,Venue SX Turbo,819999.9999999999,Comprehensive,Petrol,5,69378,Manual,2020.0,998,118.35,18.27,First Owner
Chennai,A-Star Vxi,150000.0,Expired,Petrol,5,90000,Manual,2009.0,998,66.1,19.0,Third Owner
Chennai,XUV500 W10 AWD,1025000.0,Comprehensive,Diesel,7,76000,Manual,2016.0,2179,140.0,16.0,Second Owner
Chennai,X3 xDrive 20d xLine,2400000.0,Comprehensive,Diesel,5,70000,Automatic,2016.0,1995,187.7,19.12,Second Owner
Chennai,Innova 2.5 V Diesel 7-seater,950000.0,Expired,Diesel,7,160000,Manual,2011.0,2494,81.8,19.12,Second Owner
Chennai,Creta E Diesel BSVI,1160000.0,Comprehensive,Diesel,5,82000,Manual,2021.0,1493,113.98,19.12,First Owner
Chennai,City i-VTEC CVT V,659000.0,Comprehensive,Petrol,5,94942,Automatic,2018.0,1497,117.6,18.0,First Owner
Chennai,Swift Dzire ZXI Plus AT BSVI,745000.0,Comprehensive,Petrol,5,38000,Automatic,2022.0,1197,88.5,22.61,First Owner
Chennai,City i VTEC V,499000.0,Comprehensive,Petrol,5,75378,Manual,2016.0,1497,117.3,17.8,Second Owner
Chennai,Amaze S Diesel,750000.0,Comprehensive,Diesel,5,92162,Manual,2022.0,1498,98.63,24.7,First Owner
Chennai,Grand i10 1.2 Kappa Sportz Option AT,531000.0,Comprehensive,Petrol,5,18013,Automatic,2018.0,1197,81.86,18.9,First Owner
Chennai,Swift VXI,795000.0,Comprehensive,Petrol,5,8000,Manual,2023.0,1197,88.5,22.38,First Owner
Chennai,Taigun 1.0 TSI Topline BSVI,1250000.0,Expired,Petrol,5,50000,Manual,2021.0,999,113.98,20.08,First Owner
Chennai,Swift VXI,385000.0,Expired,Petrol,5,51907,Manual,2013.0,1197,88.5,22.38,First Owner
Chennai,A6 2.7 TDI,990000.0,Expired,Diesel,5,90000,Automatic,2009.0,2698,81.8,19.12,Second Owner
Chennai,Virtus GT Plus DSG BSVI,1600000.0,Expired,Petrol,5,30000,Automatic,2022.0,1498,147.51,18.67,First Owner
Chennai,Creta SX Diesel,1530000.0,Comprehensive,Diesel,5,23000,Manual,2022.0,1493,113.45,18.0,First Owner
Chennai,3 Series 320d,1350000.0,Comprehensive,Diesel,5,130000,Automatic,2016.0,1995,190.0,19.12,Second Owner
Chennai,X3 xDrive20d Expedition,2000000.0,Comprehensive,Diesel,5,156000,Automatic,2017.0,1995,190.0,19.12,First Owner
Chennai,Verna 1.6 SX CRDi (O),425000.0,Expired,Diesel,5,80000,Manual,2012.0,1582,126.32,22.32,Second Owner
Chennai,Tiago XZA AMT,490000.00000000006,Expired,Petrol,5,60000,Automatic,2020.0,1199,84.82,20.09,First Owner
Chennai,Creta SX Opt Turbo BSVI,1500000.0,Comprehensive,Petrol,5,24000,Automatic,2020.0,1353,138.12,11.0,First Owner
Chennai,Vitara Brezza VXI AT,792000.0,Zero Dep,Petrol,5,55591,Automatic,2021.0,1462,103.26,18.76,First Owner
Chennai,Compass 2.0 Model S Opt,2250000.0,Comprehensive,Diesel,5,12000,Manual,2022.0,1956,168.0,17.1,First Owner
Chennai,i20 Sportz IVT DT,709000.0,Zero Dep,Petrol,5,45528,Automatic,2021.0,1197,86.8,19.65,First Owner
Chennai,Zen LXI,150000.0,Expired,Petrol,5,80000,Manual,2018.0,993,81.8,17.3,First Owner
Chennai,Innova Crysta 2.4 VX 8 STR,2250000.0,Comprehensive,Diesel,8,59000,Manual,2020.0,2393,148.0,19.12,First Owner
Chennai,XUV300 W8 Diesel Sunroof BSVI,1245000.0,Comprehensive,Diesel,5,16000,Manual,2022.0,1497,115.05,20.1,First Owner
Chennai,Santro Xing GLS,191000.0,Comprehensive,Petrol,5,67854,Manual,2009.0,1086,62.1,17.92,First Owner
Chennai,WR-V i-DTEC VX,680000.0,Expired,Diesel,5,113579,Manual,2018.0,1498,98.6,25.5,First Owner
Chennai,Venue SX Plus Turbo DCT BSIV,750000.0,Comprehensive,Petrol,5,28000,Automatic,2019.0,998,118.35,18.15,Third Owner
Chennai,Taigun 1.0 TSI Topline BSVI,1151000.0,Zero Dep,Petrol,5,21223,Manual,2022.0,999,113.98,20.08,First Owner
