city,model,price,insurance,fuel_type,seats,kms_driven,transmission,year_of_manufacture,engine,power,mileage,ownership
Hyderabad,Swift Dzire AMT VXI,644000.0,Comprehensive,Petrol,5,27253,Automatic,2018.0,1197,81.8,21.21,First Owner
Hyderabad,Swift Dzire VDI,425000.0,Comprehensive,Diesel,5,102000,Manual,2013.0,1248,74.0,23.4,First Owner
Hyderabad,Endeavour 3.2 Titanium AT 4X4,2200000.0,Expired,Diesel,7,117476,Automatic,2016.0,3198,197.0,10.91,First Owner
Hyderabad,Kodiaq L & K BSVI,3900000.0,Comprehensive,Petrol,7,18000,Automatic,2022.0,1984,187.74,12.78,First Owner
Hyderabad,Alto 800 LXI,213000.0,Zero Dep,Petrol,5,98824,Manual,2013.0,796,47.33,22.05,First Owner
Hyderabad,Alto K10 VXI AMT,256999.99999999997,Third Party,Petrol,5,113033,Automatic,2016.0,998,67.05,23.95,First Owner
Hyderabad,Santro Xing XL,15000.0,Expired,Petrol,5,80000,Manual,2007.0,1086,81.8,19.12,Second Owner
Hyderabad,Thar LX 4WD Convert Top Diesel BSVI,1400000.0,Expired,Diesel,4,32896,Manual,2022.0,2184,130.0,15.2,First Owner
Hyderabad,XUV300 W8 Option Diesel BSIV,1000000.0,Comprehensive,Diesel,5,86000,Manual,2019.0,1497,115.0,20.0,First Owner
Hyderabad,XUV300 W4 BSIV,710000.0,Expired,Petrol,5,20000,Manual,2019.0,1197,110.0,17.0,First Owner
Hyderabad,City GXi,240000.0,Expired,Petrol,5,69000,Manual,2007.0,1497,81.8,17.7,First Owner
New Delhi,7 Series 730Ld Design Pure Excellence CBU,3890000.0,Comprehensive,Diesel,5,40000,Automatic,2016.0,2993,261.49,19.12,Second Owner
Hyderabad,A5 Sportback,3900000.0,Expired,Diesel,5,19862,Automatic,2018.0,1968,187.74,19.12,First Owner
Gurgaon,Q7 40 TFSI Quattro,3850000.0,Expired,Petrol,7,59600,Automatic,2017.0,1984,248.0,13.55,Second Owner
Hyderabad,Harrier XZA Plus Dark Edition AT,1650000.0,Comprehensive,Diesel,5,62522,Automatic,2020.0,1956,167.67,14.6,First Owner
Hyderabad,Swift Dzire AMT VXI,615000.0,Comprehensive,Petrol,5,30097,Automatic,2017.0,1197,81.8,21.21,First Owner
Hyderabad,Celerio ZXI AT,470000.0,Expired,Petrol,5,62000,Automatic,2017.0,998,67.04,23.1,First Owner
Hyderabad,Baleno 1.2 CVT Alpha,685000.0,Expired,Petrol,5,34613,Automatic,2019.0,1197,83.1,21.4,First Owner
Hyderabad,Baleno 1.3 Delta,630000.0,Comprehensive,Diesel,5,57000,Manual,2018.0,1248,74.0,27.39,First Owner
Hyderabad,Ecosport 1.5 Diesel Titanium BSIV,875000.0,Expired,Diesel,5,90000,Manual,2020.0,1498,98.96,23.0,First Owner
Hyderabad,3 Series Gran Limousine 320Ld M Sport,5895000.0,Comprehensive,Diesel,5,14000,Automatic,2023.0,1995,187.74,19.12,First Owner
Hyderabad,Swift Dzire ZXI Plus,625000.0,Expired,Petrol,5,85286,Manual,2018.0,1197,81.8,21.21,First Owner
Hyderabad,D-Max 4X4,1600000.0,Comprehensive,Diesel,5,100972,Manual,2019.0,2499,134.0,12.4,First Owner
Hyderabad,Tiago 1.2 Revotron XZ,370000.0,Expired,Petrol,5,70000,Manual,2016.0,1199,84.0,23.84,Second Owner
Hyderabad,Endeavour 2.2 Titanium AT 4X2,2600000.0,Expired,Diesel,7,115719,Automatic,2018.0,2198,158.0,12.62,First Owner
Hyderabad,Nexon XZ Plus P,1100000.0,Expired,Petrol,5,50000,Manual,2023.0,1199,118.36,17.57,First Owner
Hyderabad,Aura SX Option,612000.0,Comprehensive,Petrol,5,43323,Manual,2021.0,1197,81.86,20.5,First Owner
Hyderabad,Ciaz Alpha Automatic BSIV,735000.0,Comprehensive,Petrol,5,71000,Automatic,2017.0,1462,103.25,20.28,First Owner
Hyderabad,Sonet GTX Plus Turbo iMT DT,944999.9999999999,Expired,Petrol,5,45674,Manual,2022.0,998,118.36,18.2,First Owner
Hyderabad,Tigor 1.2 Revotron XZ Option,443000.0,Comprehensive,Petrol,5,66812,Manual,2018.0,1199,84.0,20.3,First Owner
Hyderabad,Fortuner 4x2 Manual,1789999.9999999998,Expired,Diesel,7,143000,Manual,2015.0,2982,168.5,13.0,First Owner
Hyderabad,Compass 2.0 Limited,950000.0,Expired,Diesel,5,100000,Manual,2018.0,1956,170.0,17.1,Second Owner
Hyderabad,WR-V i-DTEC VX,700000.0,Third Party,Diesel,5,123000,Manual,2018.0,1498,98.6,25.5,Second Owner
Hyderabad,Celerio ZXI,348000.0,Comprehensive,Petrol,5,58277,Manual,2016.0,998,65.71,25.24,First Owner
Hyderabad,Polo Exquisite 1.5 TDI Highline,595000.0,Expired,Diesel,5,75000,Manual,2015.0,1498,88.7,20.14,Third Owner
Hyderabad,Santro Magna,405000.0,Expired,Petrol,5,23253,Manual,2021.0,1086,68.05,20.3,Second Owner
Hyderabad,Rapid 1.5 TDI Ambition,645000.0,Expired,Diesel,5,77669,Manual,2016.0,1498,103.52,21.14,First Owner
Hyderabad,Fortuner 4X2 Diesel,3990000.0,Expired,Diesel,7,38575,Manual,2023.0,2755,201.15,14.0,First Owner
Hyderabad,Swift Vdi BSIII,210000.0,Expired,Diesel,5,126677,Manual,2009.0,1248,81.8,17.8,First Owner
Hyderabad,i20 Sportz,775000.0,Expired,Petrol,5,46490,Manual,2023.0,1197,82.0,16.0,First Owner
Hyderabad,Creta 1.6 SX Automatic,1120000.0,Expired,Petrol,5,54000,Automatic,2018.0,1591,121.3,14.8,First Owner
Hyderabad,Grand i10 Sportz,358000.0,Third Party,Petrol,5,82530,Manual,2014.0,1197,82.0,18.9,First Owner
Hyderabad,i10 Era,190000.0,Expired,Petrol,5,60000,Manual,2009.0,1086,68.05,19.81,Second Owner
Hyderabad,5 Series 520d Sedan,1200000.0,Expired,Diesel,5,150000,Automatic,2013.0,1995,81.8,18.48,Second Owner
Hyderabad,i10 Sportz 1.2,213000.0,Expired,Petrol,5,90000,Manual,2010.0,1197,78.9,20.36,Second Owner
Hyderabad,Baleno 1.2 Zeta,625000.0,Comprehensive,Petrol,5,77000,Manual,2017.0,1197,83.1,21.4,First Owner
Hyderabad,Alto 800 LXI,240000.0,Expired,Petrol,5,60000,Manual,2015.0,796,47.3,22.74,First Owner
Hyderabad,Endeavour Titanium Plus 4X4,2600000.0,Expired,Diesel,7,155309,Automatic,2019.0,3198,197.0,14.2,Second Owner
Hyderabad,Celerio VXI,250000.0,Expired,Petrol,5,160000,Manual,2014.0,998,67.04,23.1,First Owner
Hyderabad,Jazz 1.2 S i VTEC,367000.0,Expired,Petrol,5,76384,Manual,2016.0,1199,88.7,18.7,Second Owner
Hyderabad,i20 Asta 1.4 CRDi,575000.0,Expired,Diesel,5,117000,Manual,2015.0,1396,88.73,22.54,First Owner
Hyderabad,C-Class 200 K AT,5700000.0,Expired,Petrol,5,12947,Automatic,2022.0,1796,81.8,11.7,First Owner
Hyderabad,Innova Crysta 2.4 VX MT,1880000.0,Comprehensive,Diesel,7,58000,Manual,2017.0,2393,147.51,19.12,First Owner
Hyderabad,Rover Defender 2.0 110 HSE,11000000.0,Comprehensive,Petrol,5,47824,Automatic,2022.0,1997,296.0,19.12,First Owner
Hyderabad,Swift Dzire VXI,375000.0,Comprehensive,Petrol,5,89851,Manual,2014.0,1197,88.5,22.41,First Owner
Hyderabad,Rapid 1.6 MPI AT Style BSIV,475000.0,Expired,Petrol,5,80000,Automatic,2017.0,1598,103.2,14.84,Second Owner
Hyderabad,Celerio VXI AMT BSIV,425000.0,Expired,Petrol,5,65000,Automatic,2017.0,998,67.04,23.1,First Owner
Hyderabad,Alto 800 LXI,244000.0,Comprehensive,Petrol,5,43710,Manual,2014.0,796,47.3,22.74,First Owner
Hyderabad,Jazz 1.2 V AT i VTEC,512000.0,Third Party,Petrol,5,40800,Automatic,2016.0,1199,88.7,19.0,First Owner
Hyderabad,Seltos HTX,1650000.0,Expired,Petrol,5,2900,Manual,2023.0,1497,113.42,17.0,First Owner
Hyderabad,Sail LT ABS,220000.00000000003,Expired,Diesel,5,150000,Manual,2014.0,1248,74.0,22.1,First Owner
Hyderabad,Verna VTVT 1.6 AT SX Option,900000.0,Expired,Petrol,5,54525,Automatic,2018.0,1591,121.3,17.0,First Owner
Hyderabad,Rapid 1.6 MPI Style BSIV,684000.0,Comprehensive,Petrol,5,81413,Manual,2019.0,1598,103.2,14.3,Second Owner
Hyderabad,Swift Dzire Tour S CNG (O),680000.0,Expired,CNG,5,63000,Manual,2022.0,1197,76.43,31.12,First Owner
Hyderabad,Amaze SX i-DTEC,495000.0,Expired,Diesel,5,111173,Manual,2015.0,1498,98.6,25.8,First Owner
Hyderabad,Innova 2.5 E Diesel MS 8-seater,550000.0,Expired,Diesel,8,204396,Manual,2009.0,1197,81.8,19.12,First Owner
Hyderabad,A4 Premium Plus,3395000.0000000005,Expired,Petrol,5,10000,Automatic,2022.0,1998,187.74,19.12,First Owner
Hyderabad,Baleno 1.2 CVT Zeta,581000.0,Comprehensive,Petrol,5,86242,Automatic,2019.0,1197,83.1,21.4,First Owner
Hyderabad,Baleno Alpha,635000.0,Expired,Petrol,5,70887,Manual,2017.0,1197,81.8,19.12,First Owner
Hyderabad,S-Presso VXi Plus BSVI,455000.0,Expired,Petrol,5,20000,Manual,2022.0,998,65.71,24.76,Second Owner
Hyderabad,i10 Magna 1.1L,264000.0,Expired,Petrol,5,49024,Manual,2014.0,1086,68.05,19.81,First Owner
Hyderabad,City i DTEC SV,525000.0,Expired,Diesel,5,74000,Manual,2014.0,1498,98.6,26.0,Second Owner
Hyderabad,Nexon 1.2 Revotron XZ Plus,756000.0,Comprehensive,Petrol,5,28244,Manual,2019.0,1198,108.5,17.0,First Owner
Hyderabad,Sonet HTX Turbo iMT BSVI,901000.0,Expired,Petrol,5,20000,Manual,2021.0,998,118.36,18.2,First Owner
Hyderabad,Alto 800 LXI,240000.0,Third Party,Petrol,5,50459,Manual,2016.0,796,47.33,22.05,Second Owner
Hyderabad,Gloster Savvy 6-Str,3600000.0,Expired,Diesel,6,57646,Automatic,2021.0,1996,215.01,12.4,First Owner
Hyderabad,i20 Asta 1.2,563000.0,Comprehensive,Petrol,5,59455,Manual,2017.0,1197,81.83,18.6,Second Owner
Hyderabad,i20 Era 1.2,260000.0,Expired,Petrol,5,78000,Manual,2013.0,1197,82.85,18.6,Second Owner
Hyderabad,Wagon R LXI BS IV,310000.0,Expired,Petrol,5,58000,Manual,2013.0,998,67.04,20.51,First Owner
New Delhi,Q7 3.0 TDI Quattro Premium Plus,1390000.0,Comprehensive,Diesel,7,69000,Automatic,2013.0,2967,241.4,19.12,Second Owner
Hyderabad,Polo 1.5 TDI Highline,270000.0,Expired,Diesel,5,115392,Manual,2014.0,1498,88.8,20.14,Second Owner
Hyderabad,CLS-Class 300d,5000000.0,Expired,Diesel,5,20000,Automatic,2018.0,1197,81.8,19.12,First Owner
Hyderabad,Ciaz Alpha BSVI,700000.0,Comprehensive,Petrol,5,92440,Manual,2020.0,1462,103.25,20.65,First Owner
Hyderabad,3 Series 320d Sedan,1000000.0,Expired,Diesel,5,120000,Automatic,2011.0,1995,181.0,19.12,Third Owner
Hyderabad,XUV500 W4,650000.0,Expired,Diesel,7,80000,Manual,2014.0,2179,140.0,15.1,First Owner
Hyderabad,Aspire 1.5 TDCi Titanium,450000.0,Expired,Diesel,5,120000,Manual,2018.0,1498,99.0,25.83,Second Owner
Hyderabad,Thar LX Hard Top AT RWD,1297000.0,Expired,Petrol,4,20000,Automatic,2023.0,1997,150.19,8.0,First Owner
Hyderabad,Fortuner 4x2 AT,1500000.0,Expired,Diesel,7,230100,Automatic,2014.0,2982,168.5,12.55,First Owner
New Delhi,GLC 220,3390000.0,Comprehensive,Diesel,5,79000,Automatic,2017.0,2143,170.0,19.12,First Owner
Hyderabad,Wagon R LXI,265000.0,Expired,Petrol,5,83508,Manual,2012.0,998,67.05,21.79,First Owner
Hyderabad,Alto 800 LXi,160000.0,Expired,Petrol,5,86000,Manual,2011.0,796,46.3,19.7,First Owner
Hyderabad,Alto 800 LXI,309000.0,Expired,Petrol,5,42724,Manual,2018.0,796,47.3,24.7,First Owner
Gurgaon,GLC 220d 4MATIC Style,2850000.0,Expired,Diesel,5,39000,Automatic,2018.0,2143,170.0,19.12,Second Owner
Hyderabad,Q5 35TDI,4500000.0,Expired,Diesel,5,20000,Automatic,2018.0,1968,188.0,19.12,First Owner
Hyderabad,Duster 85PS Diesel RxL,350000.0,Expired,Diesel,5,115025,Manual,2012.0,1461,83.8,19.87,First Owner
Hyderabad,Swift Dzire VXi AT,645000.0,Expired,Petrol,5,86972,Automatic,2017.0,1197,83.14,18.5,First Owner
Hyderabad,Thar LX 4WD Hard Top Diesel AT BSVI,1689999.9999999998,Comprehensive,Diesel,4,39581,Automatic,2023.0,2184,130.0,9.0,First Owner
Hyderabad,Swift VXI,560000.0,Expired,Petrol,5,50000,Manual,2021.0,1197,81.8,21.21,First Owner
Hyderabad,XC60 Inscription D5,5595000.0,Comprehensive,Diesel,5,29000,Automatic,2021.0,1969,231.78,19.12,First Owner
Hyderabad,Verna CRDi 1.6 AT SX Plus,785000.0,Expired,Diesel,5,103000,Automatic,2018.0,1582,126.2,22.0,First Owner
Hyderabad,TUV 300 T10,680000.0,Comprehensive,Diesel,7,93000,Manual,2017.0,1493,100.0,18.49,Second Owner
Hyderabad,Amaze S i-Vtech,342000.0,Comprehensive,Petrol,5,84082,Manual,2016.0,1198,86.7,18.0,Second Owner
Hyderabad,Vitara Brezza ZDi Plus AMT,944999.9999999999,Expired,Diesel,5,77000,Automatic,2020.0,1248,88.5,24.3,First Owner
Hyderabad,XUV500 W7,1115000.0,Comprehensive,Diesel,7,94607,Manual,2020.0,2179,152.87,15.1,First Owner
Hyderabad,Thar LX 4WD Convert Top Diesel BSVI,1525000.0,Expired,Diesel,4,55000,Manual,2021.0,2184,130.0,15.2,First Owner
Hyderabad,MU 7 4x2 HIPACK,900000.0,Expired,Diesel,7,70000,Manual,2016.0,2999,161.0,12.08,Second Owner
Hyderabad,Creta SX Opt Diesel BSVI,1650000.0,Comprehensive,Diesel,5,72777,Manual,2022.0,1493,113.45,18.0,First Owner
Hyderabad,Sonet HTK Plus,1050000.0,Expired,Petrol,5,20000,Manual,2024.0,1197,81.8,18.4,First Owner
Hyderabad,i10 Sportz,295000.0,Expired,Petrol,5,80000,Manual,2012.0,1197,78.9,20.36,Second Owner
Hyderabad,Triber RXL BSVI,600000.0,Expired,Petrol,7,24111,Manual,2022.0,999,71.01,20.0,First Owner
Hyderabad,Vento 1.5 TDI Highline AT,750000.0,Comprehensive,Diesel,5,83000,Automatic,2016.0,1498,108.6,22.15,First Owner
Hyderabad,City i VTEC V,487000.0,Expired,Petrol,5,104373,Manual,2016.0,1497,117.3,17.8,First Owner
Hyderabad,Elevate ZX,1490000.0,Comprehensive,Petrol,5,4364,Manual,2023.0,1498,119.0,15.31,First Owner
Hyderabad,KWID Climber 1.0 AMT Opt BSIV,519000.00000000006,Comprehensive,Petrol,5,35416,Automatic,2022.0,999,67.0,24.04,First Owner
Hyderabad,Swift AMT VXI,500000.0,Expired,Petrol,5,62500,Automatic,2019.0,1197,81.8,21.21,First Owner
Hyderabad,GLA 220d 4M BSVI,4695000.0,Comprehensive,Diesel,5,16500,Automatic,2022.0,1950,187.74,19.12,First Owner
Hyderabad,Hector Plus Savvy Pro CVT 7 Str,2300000.0,Expired,Petrol,7,20000,Automatic,2023.0,1451,141.04,12.34,First Owner
Hyderabad,Thar CRDe,1025000.0,Comprehensive,Diesel,6,51000,Manual,2018.0,2498,105.0,16.55,First Owner
Hyderabad,Baleno 1.3 Delta,625000.0,Comprehensive,Diesel,5,123000,Manual,2018.0,1248,74.0,27.39,Second Owner
Hyderabad,Celerio ZXI AT,390000.0,Expired,Petrol,5,69000,Automatic,2015.0,998,67.04,23.1,First Owner
Hyderabad,Figo Diesel ZXI,129000.0,Expired,Diesel,5,90000,Manual,2013.0,1399,68.05,20.0,Second Owner
Hyderabad,Nexon 1.5 Revotorq XZA Plus,950000.0,Comprehensive,Diesel,5,26420,Automatic,2020.0,1497,108.5,21.5,First Owner
Hyderabad,Innova 2.5 G (Diesel) 7 Seater,550000.0,Expired,Diesel,7,296538,Manual,2010.0,2494,100.0,12.99,First Owner
Hyderabad,Harrier XZ Plus BSVI,1450000.0,Expired,Diesel,5,40000,Manual,2022.0,1956,167.67,16.35,First Owner
Hyderabad,A3 35 TDI Technology,2050000.0,Expired,Diesel,5,118655,Automatic,2018.0,1968,143.0,19.12,First Owner
Hyderabad,Nexon 1.2 Revotron XZA Plus,800000.0,Comprehensive,Petrol,5,62774,Automatic,2019.0,1198,108.5,17.0,First Owner
Hyderabad,Altroz XZA Plus Dark Edition DCT BSVI,799000.0,Comprehensive,Petrol,5,29577,Automatic,2022.0,1199,86.83,18.5,First Owner
Hyderabad,Seltos HTX Diesel,1252000.0,Expired,Diesel,5,160000,Manual,2021.0,1493,113.43,20.8,First Owner
Hyderabad,Creta E Diesel BSVI,1090000.0,Comprehensive,Diesel,5,86000,Manual,2021.0,1493,113.98,19.12,First Owner
Hyderabad,Eeco 5 Seater AC BSIV,490000.00000000006,Expired,Petrol,5,60331,Manual,2019.0,1196,73.0,15.37,First Owner
Hyderabad,i10 Sportz 1.2,280000.0,Expired,Petrol,5,80000,Manual,2009.0,1197,78.9,20.36,Second Owner
Hyderabad,Creta 1.6 CRDi SX Option,869999.9999999999,Expired,Diesel,5,80100,Manual,2016.0,1582,126.2,19.67,First Owner
Hyderabad,Hector Sharp Diesel MT BSIV,1300000.0,Expired,Diesel,5,150000,Manual,2019.0,1956,167.68,17.41,Second Owner
Hyderabad,Fortuner 4x2 AT,1380000.0,Expired,Diesel,7,146000,Automatic,2014.0,2982,168.5,12.55,Second Owner
Hyderabad,Taigun 1.0 TSI Topline AT BSVI,1500000.0,Expired,Petrol,5,31500,Automatic,2022.0,999,113.98,18.41,First Owner
Hyderabad,Etios 1.4 VXD,363000.0,Expired,Diesel,5,150000,Manual,2017.0,1364,67.04,23.59,First Owner
Hyderabad,Polo GT TSI,450000.0,Expired,Petrol,5,100000,Automatic,2016.0,1197,103.5,17.21,Third Owner
Hyderabad,Compass 2.0 Limited Plus 4X4,2000000.0,Expired,Diesel,5,39000,Manual,2020.0,1956,170.63,16.3,First Owner
Hyderabad,KWID RXT,250000.0,Expired,Petrol,5,95000,Manual,2015.0,799,53.3,25.17,Fourth Owner
Hyderabad,Kushaq 1.5 TSI Style DSG,1490000.0,Expired,Petrol,5,45804,Automatic,2021.0,1498,147.51,18.86,First Owner
Hyderabad,Marazzo M2 8Str BSIV,844999.9999999999,Comprehensive,Diesel,8,95000,Manual,2018.0,1497,121.0,17.3,First Owner
Hyderabad,i20 Asta Opt Diesel DT,900000.0,Expired,Diesel,5,100000,Manual,2020.0,1493,98.63,25.0,First Owner
Hyderabad,Grand i10 Magna,330000.0,Expired,Petrol,5,75397,Manual,2015.0,1197,82.0,18.9,Second Owner
Hyderabad,S Cross Zeta DDiS 200 SH,799000.0,Comprehensive,Diesel,5,85000,Manual,2017.0,1248,88.5,25.1,First Owner
Hyderabad,Etios V,409999.99999999994,Expired,Petrol,5,62861,Manual,2015.0,1496,88.73,16.78,First Owner
Hyderabad,GLC 220d 4MATIC Style,3000000.0,Expired,Diesel,5,100000,Automatic,2017.0,2143,170.0,19.12,Second Owner
Hyderabad,Creta 1.6 SX Option Executive,1099000.0,Expired,Petrol,5,43300,Manual,2019.0,1591,121.3,15.8,First Owner
Gurgaon,A6 35 TDI Technology,1480000.0,Expired,Diesel,5,71000,Automatic,2015.0,1968,174.33,19.12,First Owner
Hyderabad,Baleno 1.2 Delta,515000.00000000006,Expired,Petrol,5,81728,Manual,2018.0,1197,83.1,21.4,Second Owner
Hyderabad,Rapid 1.5 TDI Elegance,515000.00000000006,Expired,Diesel,5,103000,Manual,2015.0,1498,103.52,21.14,First Owner
Hyderabad,EON Sportz,280000.0,Expired,Petrol,5,63000,Manual,2015.0,814,55.2,21.1,Second Owner
Hyderabad,S Cross Zeta,850000.0,Expired,Petrol,5,50000,Manual,2022.0,1462,103.25,18.55,First Owner
Hyderabad,XUV500 W7 BSIV,1200000.0,Expired,Diesel,7,70000,Manual,2019.0,2179,152.87,15.1,Second Owner
Hyderabad,Triber RXT EASY-R AMT BSVI,545000.0,Expired,Petrol,7,55953,Automatic,2020.0,999,71.01,18.2,First Owner
Hyderabad,Santro Sportz,455000.0,Third Party,Petrol,5,18697,Manual,2021.0,1086,68.05,20.3,First Owner
Hyderabad,XUV300 W8 Diesel BSVI,1245000.0,Expired,Diesel,5,42000,Manual,2021.0,1497,115.0,20.0,First Owner
Hyderabad,Seltos GTX DCT,1180000.0,Comprehensive,Petrol,5,71140,Automatic,2019.0,1353,138.0,16.2,First Owner
Hyderabad,Wagon R VXI,330000.0,Expired,Petrol,5,88000,Manual,2015.0,998,67.05,21.79,First Owner
Hyderabad,Hi-Lander 4x2 MT BSVI,1950000.0,Expired,Diesel,5,26600,Manual,2022.0,1898,160.92,19.12,First Owner
Hyderabad,Compass 2.0 Limited,1350000.0,Expired,Diesel,5,31787,Manual,2018.0,1956,170.0,17.1,First Owner
Hyderabad,Grand i10 Nios Sportz,610000.0,Expired,Petrol,5,20000,Manual,2022.0,1197,81.86,20.7,First Owner
Hyderabad,Venue S Opt Turbo iMT,1005000.0000000001,Expired,Petrol,5,12000,Automatic,2023.0,998,118.41,16.0,First Owner
Hyderabad,Endeavour Titanium Plus 4X4 AT,3295000.0000000005,Expired,Diesel,7,45500,Automatic,2020.0,1996,167.62,12.4,Second Owner
New Delhi,S-Class S 500 L,4290000.0,Comprehensive,Petrol,5,81000,Automatic,2014.0,5461,362.9,7.81,First Owner
Hyderabad,i20 Magna,750000.0,Expired,Petrol,5,20000,Manual,2024.0,1197,82.0,16.0,First Owner
Hyderabad,Innova Crysta 2.4 G MT BSIV,1650000.0,Expired,Diesel,7,150000,Manual,2017.0,2393,147.8,19.12,First Owner
Hyderabad,Swift Dzire LXI BSVI,440000.00000000006,Expired,Petrol,5,120000,Manual,2022.0,1197,88.5,22.41,First Owner
Hyderabad,Swift Dzire VXI Optional,580000.0,Expired,Petrol,5,87000,Manual,2016.0,1197,83.14,20.85,First Owner
Hyderabad,XUV500 W8 FWD,270000.0,Third Party,Diesel,7,179603,Manual,2013.0,2179,140.0,15.1,Third Owner
Hyderabad,Swift Dzire VDI,590000.0,Expired,Diesel,5,50000,Manual,2017.0,1248,74.02,28.4,First Owner
Hyderabad,Baleno 1.3 Delta,650000.0,Expired,Diesel,5,87000,Manual,2019.0,1248,74.0,27.39,First Owner
Hyderabad,Innova 2.5 G (Diesel) 7 Seater BS IV,1590000.0,Expired,Diesel,7,170000,Manual,2016.0,2494,100.6,19.12,First Owner
Hyderabad,Swift VXI,365000.0,Third Party,Petrol,5,50159,Manual,2013.0,1197,88.5,22.38,First Owner
Hyderabad,Vitara Brezza VDi,775000.0,Expired,Diesel,5,86321,Manual,2018.0,1248,88.5,24.3,First Owner
Hyderabad,Grand i10 1.2 Kappa Sportz BSIV,550000.0,Expired,Petrol,5,33000,Manual,2019.0,1197,81.86,18.9,First Owner
Hyderabad,City ZX MT Diesel,1130000.0,Expired,Diesel,5,52000,Manual,2020.0,1498,97.89,24.1,Second Owner
Hyderabad,Brio S MT,289000.0,Comprehensive,Petrol,5,68498,Manual,2013.0,1198,86.8,19.4,First Owner
Hyderabad,Celerio ZXI AMT,379000.0,Expired,Petrol,5,69820,Automatic,2017.0,998,65.71,26.0,Second Owner
Hyderabad,Swift ZDi,413999.99999999994,Expired,Diesel,5,73764,Manual,2013.0,1248,74.0,22.9,First Owner
Hyderabad,Celerio X VXI BSIV,465000.00000000006,Expired,Petrol,5,77487,Manual,2018.0,998,67.0,21.63,First Owner
Hyderabad,Xcent 1.2 Kappa S Option,550000.0,Expired,Petrol,5,30000,Manual,2015.0,1197,81.86,19.1,First Owner
Hyderabad,CLA 200 CDI Sport,2600000.0,Expired,Diesel,5,20000,Automatic,2017.0,2143,136.0,19.12,First Owner
Hyderabad,AMG GLE 53 Coupe BSVI,15500000.0,Expired,Petrol,5,17791,Automatic,2022.0,2999,435.0,19.12,First Owner
Hyderabad,Wagon R VXI BS IV,350000.0,Comprehensive,Petrol,5,64000,Manual,2013.0,998,67.04,20.51,Second Owner
Hyderabad,Swift Dzire ZDI,480000.0,Expired,Diesel,5,92000,Manual,2013.0,1248,74.0,23.4,First Owner
Hyderabad,Creta 1.6 CRDi SX Plus,685000.0,Expired,Diesel,5,150000,Manual,2016.0,1582,126.2,19.67,First Owner
Hyderabad,Alto 800 VXI,267000.0,Comprehensive,Petrol,5,49757,Manual,2017.0,796,47.33,22.05,First Owner
New Delhi,5 Series 520d Sport Line,3390000.0,Comprehensive,Diesel,5,39000,Automatic,2018.0,1995,187.74,19.12,First Owner
Hyderabad,Swift VDI BSIV,490000.00000000006,Expired,Diesel,5,98000,Manual,2015.0,1248,74.0,25.2,Second Owner
Hyderabad,Rover Defender 110 HSE 2020-2022,11000000.0,Comprehensive,Petrol,7,47824,Automatic,2022.0,1997,296.3,19.12,First Owner
Hyderabad,Alto 800 LXI,304000.0,Expired,Petrol,5,68059,Manual,2020.0,796,47.33,22.05,First Owner
Mohali,Rapid 1.5 TDI Active,450000.0,Comprehensive,Diesel,5,68000,Manual,2015.0,1498,103.52,21.14,Second Owner
Hyderabad,City V CVT,898000.0,Expired,Petrol,5,62984,Automatic,2020.0,1498,119.35,18.3,First Owner
Hyderabad,Verna CRDi SX,140000.0,Expired,Diesel,5,113000,Manual,2007.0,1493,81.8,16.8,Second Owner
Hyderabad,Brio S MT,284000.0,Comprehensive,Petrol,5,77983,Manual,2014.0,1198,86.8,19.4,First Owner
Hyderabad,TUV 300 T8,550000.0,Expired,Diesel,7,57000,Manual,2015.0,1493,100.0,18.49,First Owner
Gurgaon,A6 35 TDI,890000.0,Expired,Diesel,5,65000,Automatic,2015.0,1968,187.74,18.53,First Owner
New Delhi,5 Series 530i Sport Line,3790000.0,Comprehensive,Petrol,5,61000,Automatic,2018.0,1998,252.0,19.12,Second Owner
Hyderabad,Grand i10 Sportz,306000.0,Third Party,Petrol,5,107367,Manual,2014.0,1197,82.0,18.9,First Owner
Hyderabad,Alto 800 VXI BSVI,311000.0,Third Party,Petrol,5,32948,Manual,2020.0,796,47.33,22.05,First Owner
Hyderabad,ZS EV Exclusive,1695000.0,Comprehensive,Electric,5,35000,Automatic,2023.0,1197,174.33,19.12,First Owner
Hyderabad,Bolero SLX 2WD BSIII,300000.0,Expired,Diesel,7,120000,Manual,2008.0,2523,81.8,13.6,Second Owner
Hyderabad,Ciaz ZDi Plus SHVS,750000.0,Expired,Diesel,5,87200,Manual,2015.0,1248,88.5,28.09,First Owner
Hyderabad,Duster Petrol RxL,400000.0,Expired,Petrol,5,70000,Manual,2014.0,1598,102.57,13.24,First Owner
Hyderabad,Nexon 1.2 Revotron XZA Plus,808000.0,Expired,Petrol,5,63988,Automatic,2020.0,1198,108.5,17.0,Second Owner
Hyderabad,Ameo 1.5 TDI Highline AT,539000.0,Comprehensive,Diesel,5,87407,Automatic,2017.0,1498,108.495,22.0,First Owner
Hyderabad,Fortuner 4x4 MT,750000.0,Expired,Diesel,7,232914,Manual,2012.0,2982,168.5,12.55,Fourth Owner
Hyderabad,A4 2.0 TDI Premium Plus,1464000.0,Comprehensive,Diesel,5,56836,Automatic,2015.0,1968,174.33,17.11,First Owner
